salary_usd,job_title,experience_level,employment_type,company_location,company_size,remote_ratio,required_skills,education_required,years_experience,industry
96413.12000000001,Robotics Engineer,0,2,United Kingdom,2,0,"TensorFlow, SQL, MLOps",0,0,Gaming
127714.85999999999,ML Ops Engineer,1,3,Germany,2,100,"Scala, Computer Vision, R",2,3,Government
81470.0,Computer Vision Engineer,2,3,Austria,0,100,"Kubernetes, Python, NLP, Linux, Computer Vision",0,6,Government
252584.0,Machine Learning Engineer,3,2,Sweden,2,0,"AWS, Scala, Docker",0,13,Transportation
59056.0,Robotics Engineer,0,1,Singapore,0,0,"Python, Computer Vision, Java",3,1,Energy
54511.0,Data Engineer,1,2,Austria,1,0,"Python, Computer Vision, TensorFlow, Java",2,3,Finance
44663.0,Principal Data Scientist,0,3,South Korea,0,0,"PyTorch, Azure, Scala, TensorFlow, Linux",1,0,Education
115121.0,ML Ops Engineer,2,1,Canada,0,50,"Statistics, PyTorch, Docker",1,5,Manufacturing
161002.0,Autonomous Systems Engineer,2,3,United States,2,50,"Scala, Linux, Git, GCP",0,9,Real Estate
88005.06,Data Engineer,0,0,France,1,100,"R, AWS, GCP, Hadoop, Linux",2,1,Education
130743.98999999999,Principal Data Scientist,2,3,Germany,0,0,"Kubernetes, R, Hadoop",0,6,Technology
105641.0,Robotics Engineer,2,1,Sweden,1,0,"Scala, TensorFlow, Statistics, Git",1,9,Finance
101302.11,Computer Vision Engineer,1,2,France,0,50,"NLP, TensorFlow, R",0,4,Automotive
255424.0,AI Research Scientist,3,1,Norway,2,0,"SQL, Git, Azure",3,16,Healthcare
49274.0,NLP Engineer,1,0,India,0,0,"Tableau, TensorFlow, Python, Computer Vision, Deep Learning",3,3,Government
45211.0,Machine Learning Engineer,0,2,Ireland,1,0,"NLP, PyTorch, Tableau, AWS",2,1,Finance
41846.0,AI Architect,0,0,Ireland,2,50,"SQL, PyTorch, Linux, TensorFlow",1,0,Government
259449.92,Deep Learning Engineer,3,2,United Kingdom,1,100,"SQL, AWS, Tableau, Spark, Git",3,13,Telecommunications
119856.0,AI Research Scientist,3,1,South Korea,0,50,"Spark, Data Visualization, Hadoop, TensorFlow",3,11,Technology
35512.0,AI Specialist,0,3,Finland,0,50,"Hadoop, GCP, Spark, Linux, Kubernetes",2,1,Automotive
37940.0,Head of AI,0,0,South Korea,0,0,"Azure, Hadoop, Data Visualization, Scala",2,1,Real Estate
63155.0,AI Research Scientist,0,3,Sweden,1,0,"Kubernetes, Python, TensorFlow, SQL, MLOps",0,0,Education
75646.0,AI Research Scientist,0,1,Australia,2,100,"TensorFlow, Mathematics, NLP, PyTorch, Python",0,0,Real Estate
63267.0,Autonomous Systems Engineer,1,2,India,1,0,"Tableau, TensorFlow, Statistics, Java",0,4,Technology
52870.0,Head of AI,0,3,Ireland,1,100,"Git, AWS, TensorFlow, Scala, NLP",0,1,Automotive
65948.0,Data Analyst,2,0,South Korea,0,0,"Python, SQL, Data Visualization, TensorFlow",0,5,Gaming
49518.0,Research Scientist,0,3,China,1,0,"PyTorch, Docker, Python, SQL",1,0,Media
72915.0,ML Ops Engineer,0,3,Sweden,1,50,"Python, GCP, Azure, TensorFlow, Statistics",0,0,Real Estate
133638.0,Head of AI,1,1,Singapore,2,50,"Python, Azure, Data Visualization",2,2,Finance
147558.0,Data Engineer,2,1,United States,1,50,"Kubernetes, TensorFlow, Azure, AWS",3,6,Automotive
106121.0,Head of AI,1,0,Sweden,1,50,"R, Linux, Tableau, Hadoop, Mathematics",3,4,Government
40076.0,AI Product Manager,0,3,Finland,0,100,"Linux, AWS, Computer Vision",3,1,Finance
94773.0,AI Specialist,1,0,Denmark,0,50,"Computer Vision, Scala, AWS",1,3,Government
49365.0,Research Scientist,0,0,Sweden,0,100,"SQL, PyTorch, AWS, Linux, Computer Vision",0,0,Media
104005.0,Research Scientist,1,2,Australia,1,100,"Python, Scala, Spark",0,2,Transportation
76577.0,Deep Learning Engineer,1,1,South Korea,2,100,"TensorFlow, Scala, MLOps, NLP",0,2,Media
121021.29,AI Architect,1,3,Germany,1,0,"Scala, TensorFlow, Spark",1,4,Consulting
128688.0,Computer Vision Engineer,3,3,Israel,1,100,"Deep Learning, SQL, Azure, Spark, GCP",3,15,Automotive
122048.0,Deep Learning Engineer,3,0,China,1,100,"PyTorch, R, Tableau, NLP",1,19,Finance
109026.45,AI Specialist,1,3,Germany,1,100,"GCP, SQL, Scala, R",2,3,Manufacturing
86837.0,AI Architect,1,3,Finland,2,100,"Python, Hadoop, GCP, SQL, Mathematics",0,4,Transportation
55278.0,Machine Learning Researcher,1,3,Japan,0,50,"Git, Hadoop, Spark",0,2,Media
213611.0,Data Analyst,2,3,Switzerland,1,0,"PyTorch, TensorFlow, Linux, Statistics",3,6,Automotive
47677.0,Head of AI,0,2,China,0,0,"MLOps, Scala, Hadoop, Statistics, Data Visualization",3,1,Automotive
118134.0,Robotics Engineer,2,2,Japan,2,0,"PyTorch, Scala, NLP",1,5,Government
153318.0,Machine Learning Researcher,2,3,Norway,0,50,"Azure, Spark, Hadoop",3,8,Real Estate
52940.0,Robotics Engineer,0,2,Sweden,0,50,"Spark, Linux, R, Docker",3,0,Retail
63332.0,Machine Learning Engineer,1,0,China,1,50,"Hadoop, TensorFlow, Data Visualization, Python, Deep Learning",2,4,Government
109049.0,Machine Learning Engineer,2,2,South Korea,2,0,"Spark, Hadoop, Mathematics",1,8,Government
86554.0,Data Engineer,2,0,Israel,1,100,"Scala, SQL, PyTorch, AWS, R",0,9,Education
93545.0,AI Product Manager,0,2,Singapore,2,100,"Statistics, Git, TensorFlow",0,1,Energy
88172.37,Data Engineer,1,2,Germany,1,100,"Tableau, Java, Scala, TensorFlow, Git",3,2,Finance
114816.0,NLP Engineer,1,1,United States,1,50,"Hadoop, Kubernetes, Data Visualization",2,4,Telecommunications
99152.81999999999,AI Product Manager,1,1,Netherlands,0,0,"Scala, AWS, GCP",2,3,Transportation
123307.0,Autonomous Systems Engineer,3,2,South Korea,0,50,"Mathematics, Tableau, SQL",3,14,Retail
129339.98999999999,Machine Learning Researcher,1,3,Netherlands,1,0,"SQL, Java, Docker, Azure",1,2,Education
162456.84,Research Scientist,2,3,Germany,2,50,"Java, R, Data Visualization, NLP",0,9,Consulting
118596.0,AI Architect,1,0,Switzerland,2,100,"Git, Mathematics, Scala",1,2,Healthcare
81894.0,AI Specialist,1,3,Singapore,0,50,"Kubernetes, NLP, Git, Hadoop, SQL",2,3,Finance
125620.0,AI Consultant,1,3,Norway,1,100,"R, MLOps, TensorFlow, Data Visualization",1,2,Energy
362409.83999999997,AI Specialist,3,3,Netherlands,2,0,"Java, Git, Linux, Scala",1,15,Media
61896.509999999995,Robotics Engineer,0,2,Germany,0,0,"Kubernetes, SQL, Hadoop, Data Visualization",0,1,Energy
141936.0,ML Ops Engineer,2,1,Canada,2,50,"SQL, Java, Hadoop, PyTorch",2,8,Manufacturing
93642.0,AI Research Scientist,0,0,United States,2,0,"NLP, Python, Hadoop",1,0,Consulting
165208.0,Computer Vision Engineer,2,0,United States,1,50,"MLOps, Python, Git, Computer Vision",1,8,Energy
155970.0,AI Specialist,1,0,Switzerland,1,50,"TensorFlow, Kubernetes, Data Visualization, Deep Learning",2,2,Manufacturing
106449.0,AI Software Engineer,2,1,South Korea,1,50,"Python, Computer Vision, Deep Learning, Azure",2,5,Consulting
68135.0,AI Product Manager,1,2,Sweden,0,100,"Data Visualization, Java, PyTorch, NLP, TensorFlow",2,4,Real Estate
221021.0,AI Research Scientist,3,1,Denmark,0,100,"Mathematics, Java, GCP, Linux",3,12,Automotive
67515.0,NLP Engineer,0,2,Singapore,0,100,"PyTorch, TensorFlow, Java, Deep Learning",1,0,Energy
291570.0,Principal Data Scientist,3,1,Norway,0,100,"Tableau, Python, Deep Learning",3,10,Energy
51795.0,Computer Vision Engineer,1,1,Israel,0,100,"Java, Python, Linux",3,3,Gaming
102567.0,AI Consultant,2,3,Ireland,1,50,"GCP, Docker, Statistics, Mathematics, MLOps",2,5,Transportation
121727.0,Head of AI,1,1,Norway,0,0,"Kubernetes, Git, Statistics, Computer Vision, TensorFlow",1,3,Energy
79049.0,Machine Learning Researcher,1,3,Australia,0,100,"NLP, Kubernetes, Azure",0,2,Gaming
93535.0,Principal Data Scientist,0,0,United States,2,0,"Python, Git, TensorFlow, Data Visualization, Kubernetes",1,1,Transportation
43563.0,AI Specialist,0,2,Japan,2,0,"Python, Docker, Computer Vision, TensorFlow",2,1,Finance
197680.0,Head of AI,3,0,China,2,100,"Git, Scala, Computer Vision, Deep Learning",1,15,Consulting
144189.63,Data Scientist,2,3,Netherlands,1,0,"R, SQL, Kubernetes",3,7,Telecommunications
76229.0,Data Scientist,2,1,Japan,0,100,"Azure, Computer Vision, Docker",2,5,Retail
115397.09999999999,ML Ops Engineer,2,1,Germany,0,0,"Spark, Scala, MLOps",1,6,Real Estate
107626.0,AI Consultant,2,2,Ireland,2,100,"SQL, Azure, TensorFlow",2,6,Government
122978.0,AI Product Manager,1,2,United States,2,0,"Kubernetes, Linux, Python",1,3,Finance
241256.34,ML Ops Engineer,3,1,France,1,50,"Git, Python, Statistics",0,16,Technology
96297.0,Head of AI,0,3,Denmark,2,50,"Scala, Hadoop, Kubernetes, Python",2,0,Government
43595.0,Computer Vision Engineer,0,0,Ireland,2,50,"Java, Deep Learning, SQL",0,0,Healthcare
289337.49,Data Scientist,3,3,Germany,2,50,"Kubernetes, GCP, SQL, PyTorch, Computer Vision",0,17,Automotive
66942.0,Principal Data Scientist,1,1,Australia,0,50,"SQL, NLP, PyTorch, Linux",2,4,Retail
105175.0,AI Product Manager,2,2,South Korea,2,50,"NLP, Spark, TensorFlow, Python, AWS",2,8,Technology
135923.58,Data Scientist,2,2,Netherlands,1,100,"Git, AWS, Tableau",1,5,Transportation
80859.0,Computer Vision Engineer,0,2,Norway,1,100,"NLP, Java, Kubernetes, Docker, R",3,0,Energy
144793.0,AI Consultant,3,2,Australia,1,100,"Computer Vision, GCP, Statistics",1,12,Technology
46460.0,AI Specialist,0,2,Canada,0,100,"Deep Learning, Python, TensorFlow, Docker",0,1,Transportation
102327.0,AI Specialist,2,2,South Korea,1,50,"AWS, SQL, PyTorch, MLOps",0,5,Media
37547.0,AI Research Scientist,0,0,China,0,0,"Git, Python, Docker, Linux, SQL",0,0,Government
205814.0,Machine Learning Researcher,3,3,United States,0,0,"PyTorch, TensorFlow, NLP, Computer Vision, Azure",2,16,Transportation
58652.1,AI Product Manager,0,1,Germany,0,50,"Java, GCP, Scala, Computer Vision, Spark",1,1,Automotive
46480.0,AI Software Engineer,1,3,China,0,0,"Python, MLOps, SQL, Java, Spark",2,3,Gaming
118201.0,ML Ops Engineer,1,1,Switzerland,1,0,"Scala, Hadoop, Python, Mathematics, Azure",0,2,Energy
130204.0,Robotics Engineer,2,1,Canada,1,50,"Java, Linux, Data Visualization",1,6,Telecommunications
354591.44,AI Software Engineer,3,0,United Kingdom,1,100,"PyTorch, GCP, Tableau, Statistics",2,16,Manufacturing
87202.43999999999,Deep Learning Engineer,1,2,France,0,50,"Computer Vision, Java, MLOps, R",0,3,Telecommunications
127005.0,Data Engineer,3,1,Finland,0,0,"Data Visualization, Azure, Tableau, Linux",0,11,Media
75020.0,Principal Data Scientist,0,3,Norway,1,100,"Python, SQL, Docker, Mathematics, Deep Learning",1,1,Transportation
134247.0,Data Analyst,2,2,Singapore,0,50,"Docker, Git, MLOps",3,7,Education
142579.0,Deep Learning Engineer,2,1,Canada,2,50,"Azure, SQL, GCP, Mathematics, Java",1,6,Gaming
84304.0,NLP Engineer,0,3,United States,0,100,"R, SQL, Hadoop, Mathematics, Linux",0,1,Education
54740.0,AI Specialist,0,0,Finland,1,0,"Docker, Hadoop, Computer Vision, Java",3,1,Consulting
280860.0,AI Consultant,3,2,Switzerland,2,0,"Azure, SQL, Kubernetes, Statistics, Scala",3,19,Education
77085.0,AI Research Scientist,1,3,South Korea,1,50,"Mathematics, Deep Learning, Kubernetes, PyTorch",3,3,Telecommunications
56672.0,Deep Learning Engineer,1,1,Austria,0,0,"Deep Learning, PyTorch, Spark",0,4,Technology
125983.0,Principal Data Scientist,1,2,Denmark,1,0,"Azure, Mathematics, Spark, SQL, PyTorch",3,2,Gaming
164179.0,Autonomous Systems Engineer,3,2,South Korea,1,50,"Hadoop, PyTorch, TensorFlow, Linux",2,17,Energy
64254.0,Data Engineer,1,0,Ireland,0,50,"NLP, Scala, Java, Mathematics",0,4,Education
67580.0,Data Engineer,1,0,South Korea,2,50,"R, TensorFlow, Hadoop",0,2,Healthcare
166619.0,Machine Learning Researcher,3,3,Australia,1,50,"Linux, MLOps, AWS, Spark, Statistics",0,14,Finance
101052.0,NLP Engineer,2,2,India,2,100,"Python, TensorFlow, Linux, Docker",3,8,Telecommunications
53221.0,AI Consultant,0,2,Finland,2,50,"Docker, MLOps, Git",2,1,Automotive
92066.0,Machine Learning Researcher,1,1,United States,1,50,"NLP, GCP, Computer Vision, Git, TensorFlow",2,3,Real Estate
177183.0,Data Analyst,2,3,Denmark,2,0,"Linux, Scala, Docker, AWS",1,9,Finance
105116.31,Computer Vision Engineer,1,1,Netherlands,1,50,"Spark, Data Visualization, NLP, Docker, Python",3,3,Energy
99472.0,Machine Learning Engineer,2,2,Israel,1,0,"Statistics, NLP, Python, Kubernetes, AWS",0,7,Education
55161.0,Head of AI,0,0,South Korea,1,50,"Hadoop, Azure, MLOps, R, Deep Learning",3,1,Media
192393.76,NLP Engineer,2,3,United Kingdom,0,0,"Git, Hadoop, MLOps",2,8,Manufacturing
107194.0,Computer Vision Engineer,2,0,Canada,1,100,"Hadoop, Tableau, Scala, R, Docker",2,9,Retail
260299.92,Data Engineer,3,3,United Kingdom,2,50,"Java, Git, Deep Learning, Mathematics, Computer Vision",3,12,Automotive
335731.0,Computer Vision Engineer,3,0,Denmark,2,50,"GCP, PyTorch, Computer Vision, Kubernetes, Java",0,19,Retail
120595.40999999999,Principal Data Scientist,1,0,Germany,1,50,"R, Linux, Data Visualization",0,3,Real Estate
62850.0,NLP Engineer,0,0,Australia,1,100,"TensorFlow, Kubernetes, Computer Vision",1,0,Technology
168931.62,Machine Learning Researcher,2,3,Netherlands,1,50,"Docker, MLOps, PyTorch",3,5,Healthcare
283542.0,AI Architect,3,1,Singapore,2,0,"Hadoop, Java, Data Visualization",3,16,Gaming
114496.0,AI Consultant,1,0,Singapore,2,100,"Spark, Deep Learning, MLOps, Git",3,4,Government
62909.0,Robotics Engineer,0,3,Australia,1,50,"Azure, Kubernetes, Docker, Tableau, Linux",1,1,Energy
178730.37,Head of AI,2,2,Netherlands,2,50,"Mathematics, Scala, Tableau",3,5,Real Estate
65454.0,Research Scientist,1,3,Finland,2,0,"TensorFlow, Python, SQL, Java",0,2,Telecommunications
98481.23999999999,Autonomous Systems Engineer,1,1,Germany,0,0,"Python, Java, AWS",1,4,Real Estate
38163.0,AI Architect,0,1,Israel,1,50,"Linux, SQL, Tableau, Azure",1,0,Consulting
71309.0,Deep Learning Engineer,1,0,Japan,2,100,"Kubernetes, MLOps, Git",1,4,Energy
62457.0,AI Consultant,1,1,South Korea,1,100,"R, Git, Computer Vision, Hadoop",2,2,Government
48623.0,Deep Learning Engineer,0,2,South Korea,1,0,"SQL, Docker, Mathematics",1,1,Media
63817.0,Machine Learning Engineer,0,0,Canada,2,50,"TensorFlow, R, Docker, Data Visualization, Deep Learning",1,1,Gaming
79436.0,Machine Learning Researcher,1,0,Australia,1,100,"Hadoop, Linux, PyTorch",1,4,Technology
149189.0,Robotics Engineer,3,0,Austria,0,0,"NLP, Python, R, Statistics, SQL",0,12,Education
90609.0,Head of AI,2,2,China,0,50,"Spark, SQL, MLOps, Python",0,5,Government
88996.0,Machine Learning Researcher,1,1,Canada,2,50,"AWS, Scala, Java",3,4,Gaming
61638.0,Autonomous Systems Engineer,0,2,Israel,2,100,"Python, R, SQL",0,0,Real Estate
118123.0,Data Analyst,1,1,United States,1,100,"Linux, R, Computer Vision, Hadoop, Mathematics",2,3,Retail
165984.0,Deep Learning Engineer,2,3,Switzerland,1,100,"TensorFlow, PyTorch, Tableau",1,9,Finance
211693.0,Robotics Engineer,3,3,Singapore,2,0,"Mathematics, GCP, Azure, Python, Hadoop",0,19,Real Estate
50670.0,AI Consultant,0,0,Austria,2,100,"Computer Vision, Deep Learning, Python, Scala, Data Visualization",1,1,Energy
110770.92,AI Consultant,1,3,Netherlands,2,50,"Mathematics, Spark, Data Visualization, Tableau, Linux",1,2,Real Estate
171631.0,AI Specialist,3,3,Japan,2,0,"Python, Scala, Spark",2,14,Healthcare
141090.0,Machine Learning Engineer,3,0,Singapore,0,100,"Git, TensorFlow, Linux",1,13,Automotive
205116.0,Principal Data Scientist,3,2,Norway,0,0,"Deep Learning, Linux, Mathematics, Java, SQL",2,14,Gaming
133334.0,AI Consultant,3,2,South Korea,2,100,"NLP, Git, Data Visualization, Python",2,18,Consulting
71231.0,AI Product Manager,0,0,Canada,2,50,"Kubernetes, Python, Mathematics",2,1,Transportation
99402.03,AI Research Scientist,1,0,Germany,2,0,"TensorFlow, Data Visualization, Scala, SQL",1,4,Manufacturing
272037.0,AI Research Scientist,3,3,Switzerland,0,50,"Spark, Python, TensorFlow, GCP, Data Visualization",2,10,Education
202498.0,AI Architect,3,3,Australia,0,100,"R, Data Visualization, Git, Deep Learning, GCP",1,16,Media
221624.0,AI Software Engineer,3,3,Norway,0,0,"Kubernetes, Linux, Git, GCP, Python",1,16,Healthcare
128975.0,Head of AI,1,3,Denmark,2,0,"Tableau, Deep Learning, R, TensorFlow, SQL",1,4,Automotive
125934.0,Computer Vision Engineer,1,3,Norway,1,50,"SQL, Scala, Azure, Java",1,4,Manufacturing
248240.0,Head of AI,3,2,Singapore,2,0,"Tableau, Kubernetes, Docker, Hadoop, Linux",1,18,Finance
110055.0,Data Engineer,1,2,Australia,2,100,"Azure, Git, Data Visualization",3,4,Technology
159090.0,Autonomous Systems Engineer,3,0,Singapore,0,100,"Deep Learning, Scala, Data Visualization, NLP",2,13,Energy
293060.0,AI Research Scientist,3,2,Singapore,2,50,"Linux, SQL, Azure, Scala",1,13,Gaming
98614.0,Machine Learning Engineer,2,1,Israel,2,100,"NLP, Java, MLOps",3,8,Finance
77703.0,Autonomous Systems Engineer,2,0,China,0,50,"Deep Learning, Kubernetes, Java, GCP, R",1,6,Automotive
220288.77,Computer Vision Engineer,3,2,Netherlands,2,50,"PyTorch, Java, NLP, Docker",1,13,Finance
76683.0,AI Specialist,1,1,China,2,100,"Python, SQL, Spark",0,3,Telecommunications
87540.0,AI Architect,2,2,Japan,0,100,"Kubernetes, Computer Vision, Scala",1,5,Manufacturing
85964.0,AI Product Manager,2,3,Finland,1,100,"Hadoop, Deep Learning, Azure",0,8,Healthcare
193481.72999999998,Data Engineer,3,2,Netherlands,1,100,"Kubernetes, PyTorch, AWS",2,16,Media
37060.0,Autonomous Systems Engineer,0,2,China,0,0,"Spark, Hadoop, Data Visualization, NLP",3,1,Healthcare
87545.0,ML Ops Engineer,1,2,Canada,1,50,"SQL, PyTorch, AWS, Spark",2,4,Automotive
153656.0,Computer Vision Engineer,2,1,Singapore,2,0,"Data Visualization, SQL, R, GCP",1,9,Real Estate
58028.0,Data Scientist,0,3,Israel,2,50,"R, Docker, Hadoop",0,0,Energy
66991.0,Machine Learning Researcher,0,3,Norway,1,100,"Spark, TensorFlow, GCP",0,0,Technology
343803.0,Head of AI,3,3,United States,2,50,"Docker, Kubernetes, Git",2,19,Government
57227.0,AI Product Manager,0,0,Canada,2,100,"Data Visualization, GCP, Scala, AWS",1,1,Transportation
127505.44,AI Consultant,1,3,United Kingdom,2,50,"Kubernetes, Hadoop, SQL, Data Visualization",0,2,Education
74169.0,AI Research Scientist,0,0,Singapore,1,100,"Docker, Mathematics, Java",2,1,Media
121675.0,Principal Data Scientist,2,1,Australia,0,0,"Mathematics, Azure, Deep Learning",0,6,Energy
146651.31,NLP Engineer,2,1,France,0,100,"MLOps, Azure, Scala",3,7,Education
66731.0,Machine Learning Engineer,0,1,Sweden,2,100,"Spark, Git, TensorFlow, AWS",3,1,Technology
120666.78,Machine Learning Engineer,2,1,France,0,0,"Python, TensorFlow, Tableau, Mathematics, Git",1,6,Media
120260.0,AI Product Manager,1,0,Denmark,1,50,"Kubernetes, Azure, NLP, Spark, Hadoop",2,3,Finance
151074.0,AI Consultant,3,3,India,2,0,"Azure, Git, Kubernetes, Computer Vision",2,14,Government
41812.0,Data Analyst,0,2,Israel,0,50,"PyTorch, Python, Git",0,1,Energy
229055.0,Head of AI,3,1,Denmark,1,0,"Java, Python, MLOps, Kubernetes, Docker",0,15,Automotive
113032.0,AI Software Engineer,1,2,Switzerland,0,100,"Scala, Git, Kubernetes",1,2,Transportation
203285.0,Research Scientist,3,1,Sweden,0,100,"Statistics, TensorFlow, Hadoop, GCP",0,10,Manufacturing
90728.0,Data Analyst,0,3,Norway,0,50,"Tableau, SQL, Linux, Computer Vision, AWS",3,0,Healthcare
73885.0,Head of AI,1,1,Israel,1,0,"Computer Vision, Hadoop, R",2,3,Education
196246.44,Data Engineer,3,3,France,2,0,"Deep Learning, Kubernetes, Linux, Scala",0,10,Education
70078.0,AI Product Manager,1,3,Austria,1,100,"Python, Linux, Computer Vision",1,4,Retail
111017.79,Autonomous Systems Engineer,1,1,France,1,0,"Kubernetes, Data Visualization, Computer Vision",0,2,Media
61371.0,Machine Learning Researcher,1,1,Japan,1,0,"PyTorch, TensorFlow, Docker",1,3,Technology
167104.0,AI Product Manager,2,0,Denmark,2,0,"Scala, Python, AWS, MLOps",1,5,Government
107835.0,ML Ops Engineer,2,2,Ireland,1,100,"TensorFlow, Scala, Docker, MLOps",1,8,Energy
195237.9,AI Architect,3,3,Netherlands,0,0,"Hadoop, Git, NLP",0,18,Technology
88809.0,Robotics Engineer,1,0,Australia,2,0,"R, Java, Python, Deep Learning, TensorFlow",0,4,Telecommunications
235370.0,AI Specialist,3,3,Canada,2,100,"Kubernetes, Java, NLP",1,19,Healthcare
252916.0,Principal Data Scientist,3,2,United States,2,100,"PyTorch, Scala, GCP",2,12,Consulting
70525.0,Autonomous Systems Engineer,1,2,India,1,0,"Linux, NLP, Data Visualization",1,4,Real Estate
177513.0,AI Research Scientist,3,0,Singapore,0,50,"Docker, Git, PyTorch, TensorFlow",2,12,Manufacturing
228270.0,AI Consultant,3,0,Singapore,1,50,"Azure, Hadoop, Computer Vision",3,17,Manufacturing
173586.0,NLP Engineer,1,0,Switzerland,2,100,"Deep Learning, Statistics, Scala, Computer Vision",2,4,Education
54095.0,AI Product Manager,1,1,Finland,0,100,"Deep Learning, GCP, Python, PyTorch, Kubernetes",2,2,Real Estate
42972.0,Computer Vision Engineer,0,0,Finland,2,0,"PyTorch, R, Kubernetes, Computer Vision",1,0,Government
263131.44,AI Architect,3,3,United Kingdom,2,100,"NLP, Scala, SQL, GCP, Deep Learning",2,15,Transportation
87729.0,AI Specialist,2,0,Ireland,1,0,"Kubernetes, Scala, Deep Learning",2,7,Government
85230.0,AI Architect,2,2,Ireland,0,0,"Tableau, GCP, Linux",0,7,Retail
151786.0,Head of AI,3,1,Israel,1,50,"AWS, Computer Vision, Python",1,17,Gaming
49827.0,Data Engineer,1,3,India,0,100,"Kubernetes, Hadoop, Tableau",0,2,Automotive
60932.0,Principal Data Scientist,1,1,Israel,0,50,"Java, Python, GCP",1,4,Finance
129701.0,Deep Learning Engineer,1,1,United States,2,100,"Python, NLP, Spark",1,4,Telecommunications
187298.0,Head of AI,3,3,South Korea,2,0,"Data Visualization, Git, Scala",1,17,Transportation
87647.0,AI Product Manager,1,0,Sweden,0,50,"R, GCP, MLOps, AWS, Tableau",2,3,Automotive
92587.95,Data Engineer,0,1,Germany,2,50,"GCP, Python, Linux",0,0,Finance
95348.0,AI Specialist,2,1,Japan,0,100,"Scala, GCP, Statistics",2,9,Gaming
121523.0,Data Engineer,3,3,Austria,2,0,"Java, Statistics, Kubernetes, Mathematics",3,13,Government
52964.0,Robotics Engineer,0,3,Austria,2,50,"Spark, R, MLOps, Statistics",3,0,Gaming
46995.0,NLP Engineer,0,2,Israel,2,0,"Python, Hadoop, Deep Learning, TensorFlow, AWS",2,0,Energy
113003.0,Head of AI,2,0,Canada,0,100,"Git, SQL, PyTorch",0,5,Transportation
57078.0,NLP Engineer,0,3,Singapore,0,50,"Python, PyTorch, R, Docker",3,0,Gaming
133039.0,AI Product Manager,3,3,South Korea,2,50,"Git, PyTorch, MLOps, GCP, Mathematics",0,13,Healthcare
45719.0,AI Software Engineer,0,0,Japan,1,50,"NLP, Mathematics, Deep Learning, SQL, PyTorch",1,1,Energy
93022.0,Machine Learning Engineer,2,2,China,2,0,"Git, Statistics, TensorFlow, Scala, NLP",0,5,Manufacturing
175684.0,Principal Data Scientist,2,1,Switzerland,2,0,"TensorFlow, Tableau, SQL",2,8,Healthcare
61337.0,AI Research Scientist,1,1,Ireland,2,100,"Kubernetes, Hadoop, Deep Learning",2,3,Healthcare
49118.0,Autonomous Systems Engineer,0,2,Canada,1,50,"PyTorch, R, Kubernetes, Python, Docker",2,1,Consulting
87718.0,Computer Vision Engineer,0,1,Switzerland,1,0,"Computer Vision, TensorFlow, PyTorch, SQL, Git",1,1,Healthcare
237930.64,AI Product Manager,3,3,United Kingdom,0,0,"Scala, Linux, PyTorch",3,10,Technology
235369.0,Data Scientist,3,0,Switzerland,0,100,"PyTorch, SQL, AWS, Kubernetes",0,15,Technology
97463.34,Machine Learning Engineer,0,2,Germany,2,0,"Mathematics, Linux, Hadoop, Computer Vision",1,0,Finance
167367.0,ML Ops Engineer,2,3,Norway,2,100,"PyTorch, Git, Statistics, Tableau",3,9,Real Estate
247024.0,Computer Vision Engineer,3,1,Denmark,2,50,"GCP, Git, Java, Python, TensorFlow",2,10,Transportation
43141.0,AI Software Engineer,0,0,India,1,0,"Python, Git, Statistics, Hadoop",3,0,Telecommunications
139300.0,Data Engineer,2,1,Denmark,1,50,"Azure, AWS, Docker, Kubernetes",0,6,Education
170821.0,Computer Vision Engineer,3,3,South Korea,1,100,"SQL, Deep Learning, Azure",2,16,Government
64346.0,Data Analyst,1,3,China,2,0,"Linux, TensorFlow, Python",1,3,Technology
136221.0,ML Ops Engineer,2,1,Singapore,1,50,"AWS, Statistics, Scala",0,8,Telecommunications
122668.0,AI Consultant,1,3,Norway,0,100,"GCP, Hadoop, Deep Learning, Java, Data Visualization",3,4,Energy
48788.0,Machine Learning Engineer,0,2,Israel,0,0,"Azure, Linux, Docker, Scala",0,0,Retail
95560.0,Data Engineer,2,1,Ireland,2,50,"Python, Mathematics, TensorFlow, AWS, Git",2,7,Automotive
192981.28000000003,AI Architect,2,2,United Kingdom,0,50,"Git, Kubernetes, NLP, R, TensorFlow",2,9,Manufacturing
101595.0,Research Scientist,0,2,Switzerland,1,0,"SQL, TensorFlow, MLOps, R, Docker",0,1,Consulting
61960.0,Deep Learning Engineer,1,2,Ireland,2,0,"Python, Kubernetes, Docker, Data Visualization, TensorFlow",2,4,Manufacturing
65764.0,Deep Learning Engineer,1,1,South Korea,0,0,"Tableau, Spark, Git, Hadoop, GCP",0,2,Real Estate
85888.53,Research Scientist,1,2,Netherlands,0,0,"Computer Vision, Azure, Linux, Scala",0,4,Telecommunications
73780.0,AI Consultant,2,3,Finland,0,100,"Statistics, Scala, GCP, Mathematics, Kubernetes",0,7,Finance
77772.0,AI Consultant,1,3,United States,0,0,"GCP, Linux, Git",3,3,Healthcare
149281.0,Head of AI,1,2,United States,2,0,"Kubernetes, Spark, MLOps",1,2,Government
64137.0,NLP Engineer,1,2,Austria,2,0,"Python, Azure, Tableau",0,4,Energy
